index,taz,sector
3455,-105972,0
3456,-106051,0
3457,-106130,0
3458,-106209,0
3459,-106288,0
3460,-106367,0
3461,-106446,0
3462,-106525,0
3463,-106604,0
3464,-106683,0
3465,-106762,0
3466,-106841,0
3467,-106920,0
3468,-106999,0
3469,-107078,0
3470,-107157,0
3471,-107236,0
3472,-107315,0
3473,-107394,0
3474,-107473,0
3475,-107552,0
3476,-107631,0
3477,-107710,0
3478,-107789,0
3479,-107868,0
3480,-107947,0
3481,-108026,0
3482,-108105,0
3483,-108184,0
3484,-108263,0
3485,-108342,0
3486,-108421,0
3487,-108500,0
3488,-108579,0
3489,-108658,0
3490,-108737,0
3491,-108816,0
3492,-108895,0
3493,-108974,0
3494,-109053,0
3495,-109132,0
3496,-109211,0
3497,-109290,0
3498,-109369,0
3499,-109448,0
3500,-109527,0
3501,-109606,0
3502,-109685,0
3503,-109764,0
3504,-109843,0
3505,-109922,0
3506,-110001,0
3507,-110080,0
3508,-110159,0
3509,-110238,0
3510,-110317,0
3511,-110396,0
3512,-110475,0
3513,-110554,0
3514,-110633,0
3515,-110712,0
3516,-110791,0
3517,-110870,0
3518,-110949,0
3519,-111028,0
3520,-111107,0
3521,-111186,0
3522,-111265,0
3523,-111344,0
3524,-111423,0
3525,-111502,0
3526,-111581,0
3527,-111660,0
3528,-111739,0
3529,-111818,0
3530,-111897,0
3531,-111976,0
3532,-112055,0
3533,-112134,0
3534,-112213,0
3535,-112292,0
3536,-112371,0
3537,-112450,0
3538,-112529,0
3539,-112608,0
3540,-112687,0
3541,-112766,0
3542,-112845,0
3543,-112924,0
3544,-113003,0
3545,-113082,0
3546,-113161,0
3547,-113240,0
3548,-113319,0
3549,-113398,0
3550,-113477,0
3551,-113556,0
3552,-113635,0
3553,-113714,0
3554,-113793,0
3555,-113872,0
3556,-113951,0
3557,-114030,0
3558,-114109,0
3559,-114188,0
3560,-114267,0
3561,-114346,0
3562,-114425,0
3563,-114504,0
3564,-114583,0
3565,-114662,0
3566,-114741,0
3567,-114820,0
3568,-114899,0
3569,-114978,0
3570,-115057,0
3571,-115136,0
3572,-115215,0
3573,-115294,0
3574,-115373,0
3575,-115452,0
3576,-115531,0
3577,-115610,0
3578,-115689,0
3579,-115768,0
3580,-115847,0
3581,-115926,0
3582,-116005,0
3583,-116084,0
3584,-116163,0
3585,-116242,0
3586,-116321,0
3587,-116400,0
3588,-116479,0
3589,-116558,0
3590,-116637,0
3591,-116716,0
3592,-116795,0
3593,-116874,0
3594,-116953,0
3595,-117032,0
3596,-117111,0
3597,-117190,0
3598,-117269,0
3599,-117348,0
3600,-117427,0
3601,-117506,0
3602,-117585,0
3603,-117664,0
3604,-117743,0
3605,-117822,0
3606,-117901,0
3607,-117980,0
3608,-118059,0
3609,-118138,0
3610,-118217,0
3611,-118296,0
3612,-118375,0
3613,-118454,0
3614,-118533,0
3615,-118612,0
3616,-118691,0
3617,-118770,0
3618,-118849,0
3619,-118928,0
3620,-119007,0
3621,-119086,0
3622,-119165,0
3623,-119244,0
3624,-119323,0
3625,-119402,0
3626,-119481,0
3627,-119560,0
3628,-119639,0
3629,-119718,0
3630,-119797,0
3631,-119876,0
3632,-119955,0
3633,-120034,0
3634,-120113,0
3635,-120192,0
3636,-120271,0
3637,-120350,0
3638,-120429,0
3639,-120508,0
3640,-120587,0
3641,-120666,0
3642,-120745,0
3643,-120824,0
3644,-120903,0
3645,-120982,0
3646,-121061,0
3647,-121140,0
3648,-121219,0
3649,-121298,0
3650,-121377,0
3651,-121456,0
3652,-121535,0
3653,-121614,0
3654,-121693,0
3655,-121772,0
3656,-121851,0
3657,-121930,0
3658,-122009,0
3659,-122088,0
3660,-122167,0
3661,-122246,0
3662,-122325,0
3663,-122404,0
3664,-122483,0
3665,-122562,0
3666,-122641,0
3667,-122720,0
3668,-122799,0
3669,-122878,0
3670,-122957,0
3671,-123036,0
3672,-123115,0
3673,-123194,0
3674,-123273,0
3675,-123352,0
3676,-123431,0
3677,-123510,0
3678,-123589,0
3679,-123668,0
3680,-123747,0
3681,-123826,0
3682,-123905,0
3683,-123984,0
3684,-124063,0
3685,-124142,0
3686,-124221,0
3687,-124300,0
3688,-124379,0
3689,-124458,0
3690,-124537,0
3691,-124616,0
3692,-124695,0
3693,-124774,0
3694,-124853,0
3695,-124932,0
3696,-125011,0
3697,-125090,0
3698,-125169,0
3699,-125248,0
3700,-125327,0
3701,-125406,0
3702,-125485,0
3703,-125564,0
3704,-125643,0
3705,-125722,0
3706,-125801,0
3707,-125880,0
3708,-125959,0
3709,-126038,0
3710,-126117,0
3711,-126196,0
3712,-126275,0
3713,-126354,0
3714,-126433,0
3715,-126512,0
3716,-126591,0
3717,-126670,0
3718,-126749,0
3719,-126828,0
3720,-126907,0
3721,-126986,0
3722,-127065,0
3723,-127144,0
3724,-127223,0
3725,-127302,0
3726,-127381,0
3727,-127460,0
3728,-127539,0
3729,-127618,0
3730,-127697,0
3731,-127776,0
3732,-127855,0
3733,-127934,0
3734,-128013,0
3735,-128092,0
3736,-128171,0
3737,-128250,0
3738,-128329,0
3739,-128408,0
3740,-128487,0
3741,-128566,0
3742,-128645,0
3743,-128724,0
3744,-128803,0
3745,-128882,0
3746,-128961,0
3747,-129040,0
3748,-129119,0
3749,-129198,0
3750,-129277,0
3751,-129356,0
3752,-129435,0
3753,-129514,0
3754,-129593,0
3755,-129672,0
3756,-129751,0
3757,-129830,0
3758,-129909,0
3759,-129988,0
3760,-130067,0
3761,-130146,0
3762,-130225,0
3763,-130304,0
3764,-130383,0
3765,-130462,0
3766,-130541,0
3767,-130620,0
3768,-130699,0
3769,-130778,0
3770,-130857,0
3771,-130936,0
3772,-131015,0
3773,-131094,0
3774,-131173,0
3775,-131252,0
3776,-131331,0
3777,-131410,0
3778,-131489,0
3779,-131568,0
3780,-131647,0
3781,-131726,0
3782,-131805,0
3783,-131884,0
3784,-131963,0
3785,-132042,0
3786,-132121,0
3787,-132200,0
3788,-132279,0
3789,-132358,0
3790,-132437,0
3791,-132516,0
3792,-132595,0
3793,-132674,0
3794,-132753,0
3795,-132832,0
3796,-132911,0
3797,-132990,0
3798,-133069,0
3799,-133148,0
3800,-133227,0
3801,-133306,0
3802,-133385,0
3803,-133464,0
3804,-133543,0
3805,-133622,0
3806,-133701,0
3807,-133780,0
3808,-133859,0
3809,-133938,0
3810,-134017,0
3811,-134096,0
3812,-134175,0
3813,-134254,0
3814,-134333,0
3815,-134412,0
3816,-134491,0
3817,-134570,0
3818,-134649,0
3819,-134728,0
3820,-134807,0
3821,-134886,0
3822,-134965,0
3823,-135044,0
3824,-135123,0
3825,-135202,0
3826,-135281,0
3827,-135360,0
3828,-135439,0
3829,-135518,0
3830,-135597,0
3831,-135676,0
3832,-135755,0
3833,-135834,0
3834,-135913,0
3835,-135992,0
3836,-136071,0
3837,-136150,0
3838,-136229,0
3839,-136308,0
3840,-136387,0
3841,-136466,0
3842,-136545,0
3843,-136624,0
3844,-136703,0
3845,-136782,0
3846,-136861,0
3847,-136940,0
3848,-137019,0
3849,-137098,0
3850,-137177,0
3851,-137256,0
3852,-137335,0
3853,-137414,0
3854,-137493,0
3855,-137572,0
3856,-137651,0
3857,-137730,0
3858,-137809,0
3859,-137888,0
3860,-137967,0
3861,-138046,0
3862,-138125,0
3863,-138204,0
3864,-138283,0
3865,-138362,0
3866,-138441,0
3867,-138520,0
3868,-138599,0
3869,-138678,0
3870,-138757,0
3871,-138836,0
3872,-138915,0
3873,-138994,0
3874,-139073,0
3875,-139152,0
3876,-139231,0
